	t	H	expr	parvals	sse	bic	Hp
90000	90000	-194.118618239229	((((T + _a3_) * sin((_a4_ + ((_a3_ * ((_a0_ / (_a4_ + pow3(_a4_))) * _a3_)) * ((pow2((P * (_a3_ * (((T * _a3_) * _a3_) * T)))) * (_a3_ * _a3_)) * cos((T + _a1_))))))) + _a2_) + (_a4_ * T))	{'India': {'_a0_': -9.602256888711583e+41, '_a1_': 39.269037762984944, '_a2_': -0.5192807292592043, '_a3_': -0.02680389054109256, '_a4_': 190.2866020817721}}	{'India': 0.01316001172877108}	-631.674119591878	121.71844155670998
49000	49000	-177.26068591124	((((_a0_ + _a0_) / T) ** (pow2(((((pow2(_a0_) / pow2(_a4_)) * ((P * (((T * _a2_) * pow2(T)) * pow3(_a0_))) * _a0_)) + ((pow2(P) * pow3(P)) * ((_a4_ * _a0_) * (T * T)))) * pow2(_a0_))) + -(P))) + (_a3_ + P))	{'India': {'_a0_': 0.0004540905894434181, '_a2_': -5.268961726963264e+80, '_a3_': -1.469895442891429, '_a4_': 5.352464160555142e+21, '_a1_': 1.0}}	{'India': 0.013994627064626964}	-629.767448050985	137.62303811425238
78000	78000	-270.220447634862	((((_a0_ / (T * T)) * cos((-((_a0_ + _a2_)) * P))) * P) + _a3_)	{'India': {'_a0_': -2.7458040494835466e-07, '_a2_': -156.3757564770116, '_a3_': -0.3625519753693493, '_a1_': 1.0, '_a4_': 1.0}}	{'India': 0.015274366056445452}	-625.077506463382	42.31830559682846
22000	22000	-239.957425289426	((((_a1_ * (_a4_ + (P ** (_a0_ / _a2_)))) + pow2(((((T * (T + abs((P * T)))) + P) * _a3_) + _a2_))) * P) + _a0_)	{'India': {'_a0_': 4.8269905733865555, '_a1_': -8943586.452463834, '_a2_': 2.42428659778886, '_a3_': 3003.356662108788, '_a4_': 4.7569028974552905e-05}}	{'India': 0.013358214494247955}	-630.074609077482	75.07987924931476
42000	42000	-237.474808560203	((((_a1_ * _a3_) ** pow3(((_a4_ ** P) * cos(((P * _a3_) * ((_a4_ * _a4_) / _a2_)))))) + (_a1_ + _a0_)) * ((_a2_ / _a4_) * (T + _a0_)))	{'India': {'_a0_': -0.003831415500391856, '_a1_': -6.547405533830327, '_a2_': -513370.06496092334, '_a3_': -0.14217103550429125, '_a4_': 23742.396965469037}}	{'India': 0.012321075040882874}	-638.722381116131	81.88638199786283
50000	50000	-217.547656666218	((((_a1_ * pow3(((_a2_ ** (P + ((T * P) * P))) * cos(((-(P) * _a3_) * (_a0_ / _a2_)))))) + ((T / pow2(_a2_)) + _a4_)) / _a3_) * (-(_a1_) / _a4_))	{'India': {'_a0_': -2.017515152525499e+16, '_a1_': -8.884739323336263e-12, '_a2_': 2502.6162085558103, '_a3_': -1.935893633987562e-11, '_a4_': -5.99653660237738e-10}}	{'India': 0.013379659306468856}	-629.902972737454	97.40382970250944
68000	68000	-215.884891766135	((((_a1_ + _a3_) * pow2(_a1_)) * _a1_) + pow2((-(((_a4_ * T) * _a1_)) * _a4_)))	{'India': {'_a1_': 0.0021592675589482135, '_a3_': -47646950.063581325, '_a4_': -441.04029906445436, '_a0_': 1.0, '_a2_': 1.0}}	{'India': 0.04245174877375876}	-515.702951139651	41.96658380368972
73000	73000	-240.342472592346	((((_a1_ + pow2((((((_a0_ + _a0_) + _a4_) * (P + _a3_)) + _a2_) + (_a1_ * T)))) * P) + (_a0_ / _a3_)) * ((_a0_ * P) + _a2_))	{'India': {'_a0_': 4.250779327460773, '_a1_': 371.7197769994033, '_a2_': -0.10503902207270763, '_a3_': -0.11095822105455551, '_a4_': -301.9110433395159}}	{'India': 0.013836959041162618}	-626.306958242062	72.8110065286847
71000	71000	-254.018802922763	((((_a1_ + pow2((((_a2_ * (P * _a4_)) + -(_a3_)) + (_a1_ * T)))) * P) + (_a3_ + _a3_)) * (P + _a2_))	{'India': {'_a1_': 1021.0542303705049, '_a2_': -0.01867692701865518, '_a3_': -53.02248534790723, '_a4_': 26005.743912582777, '_a0_': 1.0}}	{'India': 0.01406960872091218}	-629.195684303376	60.57903922892464
52000	52000	-236.611087842732	((((_a2_ * _a3_) ** T) / _a2_) * (_a2_ / _a2_))	{'India': {'_a2_': -1.637050126322933, '_a3_': -5.785868503065085e-277, '_a0_': 1.0, '_a1_': 1.0, '_a4_': 1.0}}	{'India': 0.04200116100921094}	-521.517560604707	24.147692459620583
